ResultsVersion,ResultsDate,Company,Location,Position,PostingDate,FullDetailsURL,AllQualifications,Applicants,Employment type,Industries,Job function,Seniority level
1,10/08/2021 14h,BOLD by Devoteam,"Lisbon, Portugal",Data Scientist,2021-08-09,https://linkedin.com/jobs/view/data-scientist-at-bold-by-devoteam-2605568897,"['Bachelor’s degree in the IT area or equivalent;', 'Working experience as a Data Scientist;', 'Solid experience with relational SQL and NoSQL databases, including Cassandra and ElasticSearch;', 'Hands-on experience writing code in multiple languages (Python, Spark, R, Scala);', 'Fluency in english (written and spoken).', 'Fair & Corageous', 'We promote Ask Me Anything sessions, a moment where any employee can question, suggest or share any topic live with the CEO.', 'We have a referral program that financially recognizes our employees for helping the company grow.', 'Ambition & Results', 'We believe in supporting the personal and professional growth of our employees. That’s why we have a differentiated career path management supported by a transparent model, capable of identifying, developing and adding value to your skills.', ""We’ve created a Strategic Gatherings concept, a moment where information about the company's performance is shared and where we discuss short-term prospects for the future."", ""We are focused on a Thought Leadership program that aims to promote and develop our employees' talent, experience and passion for technology."", 'Learning & Innovating', 'We hold informal meetings to promote knowledge sharing moments between our employees and the technological community.', 'We invest in the continuous training of our employees through technical and behavioral workshops, language classes, external funded training and certifications and by establishing partnerships with training providers.', 'Caring & Sharing', 'We are passionate about creating a diverse workforce and positively encourage applications from everyone, regardless of race, religion, gender, sexual orientation, age or any other form of prejudice.', 'We created the Blue Angels, a social and environmental responsibility program that puts the solidarity of our employees at the service of the community.', 'We love some good socializing moments and we hold as many as we can, from monthly themed meetings to family events, we never say no to a good party.']",36 applicants,Full-time,Information Technology and Services,Engineering and Information Technology,Entry level
1,10/08/2021 14h,Axians,"Lisboa, Lisbon, Portugal",Data Scientist (B) [604],2021-07-27,https://linkedin.com/jobs/view/data-scientist-b-604-at-axians-2664118616,[],Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Management Consulting",Engineering and Information Technology,Entry level
1,10/08/2021 14h,Michael Page,"Lisbon, Lisbon, Portugal",Data Scientist - m/f,2021-07-13,https://linkedin.com/jobs/view/data-scientist-m-f-at-michael-page-2677512464,"['Empresa de referência no sector financeiro', 'Data Scientist com experiência em Python', 'Planificar, desenvolver e coordenar a implementação de modelos preditivos, de acordo com a estratégia de evolução do negócio definida pela empresa e que permitam potenciar a tomada de decisão das diferentes áreas da organização;', 'Gerir diversos stakeholders internos e externos, no sentido de potenciar as ideias e a cooperação na procura das melhores soluções para os desafios propostos.', 'Licenciatura / Mestrado em Matemática, Data Science, Gestão de Informação, Informática ou similar;', 'Experiência em modelação preditiva utilizando modelos de Machine Learninge/ou Inteligência Artificial;', 'Participação em projectos que envolvam um grande volume de dados;', 'Domínio SAS, Phyton, R, SQL e PowerBI;', 'Experiência na área de financeiras e/ou banca;', 'Mínimo de 3 anos de experiência em funções similares;', 'Fortes competências analíticas, raciocínio lógico, orientação para os dados e foco na resolução de problemas;', 'Trabalho em equipa e autonomamente.']",Be among the first 25 applicants,Full-time,Financial Services,Engineering and Information Technology,Entry level
1,10/08/2021 14h,Axians,"Lisboa, Lisbon, Portugal",Data Scientist (A) [621],2021-07-27,https://linkedin.com/jobs/view/data-scientist-a-621-at-axians-2664122047,[],Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Management Consulting",Engineering and Information Technology,Entry level
1,10/08/2021 14h,BOLD by Devoteam,"Lisbon, Portugal",Data Scientist,2021-08-10,https://linkedin.com/jobs/view/data-scientist-at-bold-by-devoteam-2463742159,"['Formação académica em TI ou similar;\xa0', 'Experiência profissional na análise estatística de dados;', 'Sólidos conhecimentos em R, Python, Spark', 'Conhecimentos de Big Data;', 'Fluência em Inglês (falado e escrito).', 'Fair & Courageous', 'Realizamos sessões de Ask Me Anything, um momento onde qualquer colaborador pode questionar, sugerir ou partilhar live algum tema com o CEO.', 'Temos um programa de referenciamento que reconhece financeiramente os nossos colaboradores por ajudarem a empresa a crescer.', 'Ambition & Results', 'Apoiamos o crescimento pessoal e profissional de nossos colaboradores. Por isso, temos um plano de carreira diferenciado, suportado por um modelo transparente, capaz de identificar, desenvolver e agregar valor às competências de cada colaborador.', 'Criámos o conceito de Strategic Gatherings, um momento onde são partilhadas informações sobre a performance da empresa e se abordam perspectivas de futuro a curto prazo.', 'Estamos focados num programa de Thought Leadership que pretende promover e desenvolver o talento, a experiência e a paixão pela tecnologia dos nossos colaboradores.\xa0', 'Learning & Innovating', 'Realizamos encontros informais de partilha de conhecimento entre os nossos colaboradores e a comunidade tecnologia, abrindo as portas da “nossa casa” para meetups.', 'Investimos na formação contínua dos nossos colaboradores através da disponibilização de workshops e formações técnicas e comportamentais, aulas de línguas, formações e certificações externas financiadas e estabelecendo parcerias com entidades formadoras.', 'Caring & Sharing', 'Criámos os Blue Angels, um programa de responsabilidade social e ambiental que coloca a solidariedade dos nossos colaboradores ao serviço da comunidade.', 'Adoramos bons momentos de convívios e são muitos os que organizamos, desde encontros temáticos mensais a eventos para a família, nunca dizemos que não a uma boa festa.\xa0']",123 applicants,Full-time,Information Technology and Services,Engineering and Information Technology,Entry level
1,10/08/2021 14h,Findmore,"Lisbon, Lisbon, Portugal",Data Scientist (m/f),2021-07-10,https://linkedin.com/jobs/view/data-scientist-m-f-at-findmore-2643820333,"['Minimum of 1-year experience in Data Science / Advanced Analytics activities;', 'Experience in developing/training predictive models;', 'Experience with SQL, R and Python;', 'Experience in Machine Learning and Neural Networks;', 'Experience in Azure, namely in Machine Learning and Cognitive Services is a plus;', 'Experience with reporting tools, namely Power BI is ideal;', 'Experience in Business Intelligence projects (modeling, ETL, reporting) is also a plus.', 'EU citizenship;', 'Ability to simplify complex problems and obtain a workable solution;', 'Experience in functional development;', 'Good proficiency in English']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Telecommunications",Engineering and Information Technology,Entry level
1,10/08/2021 14h,BOLD by Devoteam,"Lisbon, Lisbon, Portugal",Data Scientist,2021-08-02,https://linkedin.com/jobs/view/data-scientist-at-bold-by-devoteam-1702057007,"['Formação académica na área de TI; ', 'Experiência profissional na análise estatística de dados; ', 'Sólidos conhecimentos de programação, utilizando R, Python, Perl, Java, C++, etc.; ', 'Experiência na modelação de dados; ', 'Conhecimentos de Big Data e de tecnologias como MapReduce, ElasticSearch, Hadoop, Apache Hive, etc.; ', 'Excelentes capacidades de comunicação; ', 'Fluência em inglês (escrita e conversação). ', 'Fair & Courageous ', 'Realizamos sessões de Ask Me Anything, um momento onde qualquer colaborador pode questionar, sugerir ou partilhar live algum tema com o CEO. ', 'Temos um programa de referenciamento que reconhece financeiramente os nossos colaboradores por ajudarem a empresa a crescer. ', 'Ambition & Results ', 'Apoiamos o crescimento pessoal e profissional de nossos colaboradores. Por isso, temos um plano de carreira diferenciado, suportado por um modelo transparente, capaz de identificar, desenvolver e agregar valor às competências de cada colaborador. ', 'Criámos o conceito de Strategic Gatherings, um momento onde são partilhadas informações sobre a performance da empresa e se abordam perspectivas de futuro a curto prazo. ', 'Estamos focados num programa de Thought Leadership que pretende promover e desenvolver o talento, a experiência e a paixão pela tecnologia dos nossos colaboradores. ', 'Learning & Innovating ', 'Realizamos encontros informais de partilha de conhecimento entre os nossos colaboradores e a comunidade tecnologia, abrindo as portas da “nossa casa” para meetups. ', 'Investimos na formação contínua dos nossos colaboradores através da disponibilização de workshops e formações técnicas e comportamentais, aulas de línguas, formações e certificações externas financiadas e estabelecendo parcerias com entidades formadoras. ', 'Caring & Sharing ', 'Criámos os Blue Angels, um programa de responsabilidade social e ambiental que coloca a solidariedade dos nossos colaboradores ao serviço da comunidade. ', 'Adoramos bons momentos de convívios e são muitos os que organizamos, desde encontros temáticos mensais a eventos para a família, nunca dizemos que não a uma boa festa. ']",Over 200 applicants,Full-time,Information Technology and Services,Information Technology and Analyst,Mid-Senior level
1,10/08/2021 14h,BNP Paribas CIB,"Lisbon, Lisbon, Portugal",Senior Data Scientist / Engineer - Stress Testing and Data Analytics,2021-07-01,https://linkedin.com/jobs/view/senior-data-scientist-engineer-stress-testing-and-data-analytics-at-bnp-paribas-cib-2662263555,"[""BNP Paribas is a leader in the Eurozone, and a prominent international banking institution with strong roots in Europe's banking history. It has a presence in 71 countries, with 200 000 Employees – including more than 150 000 in Europe and 6 000 in Portugal alone. "", ' The STDA team in Lisbon is dedicated to credit and works jointly with the onshore STDA team based in Paris, as one team, split in two geographies.', ' Data collection, Data ingestion, Data quality, Data preparation, Data cleaning with DATAIKU DSS (Data Science Studio), using PySpark, Hive, Hadoop ', ' Data consolidation in a strong control and analyses framework ', ' Data visualization with Tableau developing dynamic and intelligent dash-boarding ', ' Specific contributions to regulatory and internal stress testing exercises ', '', ' As we need to combine an understanding of big data analytics with its specific constraints and a comprehensive functional understanding of the bank’s business in Credit Risk, the team is made of profiles as being a mix of Big Data Analyst (on the technical side) and Business Analyst (on the functional side).', ' Young professionals (2-5 years experiences) ', ' Strong academic background, with a Master degree ', ' Relevant experience in Data related roles including analysis, engineering, visualization ', ' Significant experience in data exploration and data preparation ', ' Proven record in SQL ', ' Experience with Python programming language is a must. ', ' Knowledge of Risk Management principles is a plus. ', ' Languages: fluent in English, French is a plus ', ' Strong interest in data management and functional content of the data ', ' Ability to work with tight deadlines and multidisciplinary teams ', ' Be a team player ', ' Open and client-oriented mind-set ', ' Autonomy & Adaptability ', ' Strong curiosity ', ' Result oriented ', ' Ability to communicate and share ', ' This role will expose the candidate to a wide range of Risk and Finance professionals within the bank. Therefore, communication skills, both written and verbal, play an essential part in the day-to-day role. ', ' Very strong ethics standards ']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Banking, and Financial Services",Engineering and Information Technology,Associate
1,10/08/2021 14h,Axians Portugal,"Lisboa, Lisbon, Portugal",Data Scientist [A] (356),2021-07-16,https://linkedin.com/jobs/view/data-scientist-a-356-at-axians-portugal-2652281916,"['Licenciatura ou mestrado em engenharia com especialização em matemática, estatística ou ciência de dados;', 'Experiência profissional na área entre 3 a 5 anos como Data Scientist;', 'Valoriza-se experiência em R e Python e/ou utilização proeficiente de serviços cloud PaaS; (preferência azure) e bibliotecas de analitica avançada (tensorflow, keras, caffe, pytorch).', 'Orientação para o cliente;', 'Espírito de equipa;', 'Organização e disciplina.']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Internet",Engineering and Information Technology,Entry level
1,10/08/2021 14h,Findmore,"Lisbon, Lisbon, Portugal",Data Scientist,2021-07-14,https://linkedin.com/jobs/view/data-scientist-at-findmore-2678219022,"['Minimum of 1-year experience in Data Science / Advanced Analytics activities;', 'Experience in developing/training predictive models;', 'Experience with SQL, R and Python;', 'Experience in Machine Learning and Neural Networks;', 'Experience in Azure, namely in Machine Learning and Cognitive Services is a plus;', 'Experience with reporting tools, namely Power BI is ideal;', 'Experience in Business Intelligence projects (modeling, ETL, reporting) is also a plus.', 'EU citizenship;', 'Ability to simplify complex problems and obtain a workable solution;', 'Experience in functional development;', 'Good proficiency in English']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Management Consulting",Engineering and Information Technology,Entry level
1,10/08/2021 14h,4TE,"Lisbon, Portugal",Senior Data Scientist (all genders),2021-08-03,https://linkedin.com/jobs/view/senior-data-scientist-all-genders-at-4te-2672821589,"['Troubleshoot our clients’ challenges\xa0using a science-based approach and historical data.\xa0', 'Optimise process control over the product lifecycle using PAT.\xa0', 'Use your technical contribution to deliver project automation to our clients.\xa0', 'Build predictive models using advanced machine learning algorithms.\xa0', 'Generate, review, communicate and report data analysis.\xa0', 'Join with our Business Development Team to design our technical project proposals.\xa0', 'Manage, execute, and document our projects near our clients.\xa0', 'Guide the junior members of our team.\xa0', 'Leverage the team skill set on prototype development using R shiny and\xa0the\xa0application of Machine Learning.\xa0', 'A passion for the role of data in helping solve complex questions.\xa0', 'Experience in programming with R\xa0(using\xa0shiny,\xa0tidyverse\xa0family,\xa0keras,\xa0rmarkdown).\xa0', 'Strong analytical, communication, and project management skills.\xa0', 'Experience\xa0with\xa0research and manufacturing\xa0of\xa0Biological and Pharmaceutical Products.\xa0', 'Experience with Exploratory Data Analysis using MVDA and NNK.\xa0', 'Knowledge of optical spectroscopy (like FTIR or NIR) and its modelling techniques.\xa0', 'Deep understanding of modelling algorithms and the main cost functions applied to them.\xa0', 'Experience with predictive modelling using neural networks or random forest.\xa0\xa0', 'Senior level experience in pharma or biopharma industry in process development and process scale-up.\xa0', 'Experience in PAT or in high dimensional data.\xa0', 'Experience in programming with other R packages (ggplot2,\xa0data.table,\xa0plotly,\xa0bookdown\xa0and\xa0flexdashboard)\xa0']",Be among the first 25 applicants,Full-time,,,
1,10/08/2021 14h,JLL,"Lisbon, Lisbon, Portugal",Data Manager/Data Scientist (M/F),2021-05-23,https://linkedin.com/jobs/view/data-manager-data-scientist-m-f-at-jll-2598571506,"[' Execute tasks within the full lifecycle on maintenance and evolution of the Data & Information architecture landscape within the company; ', 'Acquire data from primary or secondary data sources and maintain databases/data systems;', 'Identify, analyze, and interpret trends or patterns in complex data sets. Filter and “clean” data by reviewing reports and performance indicators to locate and correct data source problems;', ""Identify opportunities for data improvement- whether there's a data point missing, queries that are running slowly, or metrics that don't look quite right, and share new ideas/suggestions;"", 'Support the design, implement and support data warehousing projects, implements business rules via stored procedures, middleware or other technologies and defines user interfaces;', 'Verify the accuracy of data and maintain and support the data warehouse activities;', 'Support, plan and conduct data warehouse unit system tests, monitors and takes corrective action as needed;', 'Support the build and maintain data warehouse databases, designs, codes, tests and implements complex programs, and scripts;', 'Build key data sets to empower operational and exploratory analysis. Monitoring key metrics, understanding root causes of changes in metrics;', 'Identify and analyze potential data sources which will improve the consistency, timeliness and/or completeness of our data sets.', 'At least 5 years of experience with demonstrable exposure and knowledge in the following areas Data Management, Data Integration, Data Warehousing and Data Analytics subject areas;', 'Experience working in Investment Banking / Finance / Insurance / Services Industry / Real Estate Industry Preferred;', 'Strong expertise in assisting in delivering well-organized reports, dashboards, data analysis, and statistical models - Devise key metrics with clients and leverage knowledge of data preparation activities such as extraction, cleansing, aggregation, and data analysis to deliver on internal/client requirements;', 'Superb written and verbal skills, ability to communicate technical and non-technical aspects;', ""Bachelor’s degree in Data Science, Management or Mathematic's. Advanced degree preferred."", 'Experienced on development and maintenance of relational databases. Exposure to Microsoft SQL Server / Azure SQL is a plus;', ' Experienced on implementation and maintenance of ETL processes. Exposure to Microsoft SQL Server Integration Services / Azure Data Factory is a plus; ', 'Proficiency working with Microsoft Office, including Excel and Power BI;', ' Knowledge and practical expertise on developing and rolling out solutions using the following languages- C#, JSON, XML, R e Phyton; ', 'Strong expertise with a quantitative aptitude and ability to perform market analysis.']",Be among the first 25 applicants,Full-time,"Commercial Real Estate, Management Consulting, and Investment Management",Information Technology,Associate
1,10/08/2021 14h,Keyrus,"Lisbon, Lisbon, Portugal",Senior Data Scientist Consultant & Data Lover,2021-07-09,https://linkedin.com/jobs/view/senior-data-scientist-consultant-data-lover-at-keyrus-2668659729,"['Master or PhD in Mathematics, Statistics, Computer Science, Engineering, Operations Research or any related field', 'A minimum of 3 years of working experience as a data scientist or in analytics', 'Passionate about data and/or statistical analysis, with mathematics and causal modelling skills', 'Strong programming skills such as Python and Java ', 'Knowledge of statistical modelling and data mining is required', 'Knowledge of statistical tools such SAS, R, Matlab, … is required', 'Knowledge of machine learning, Hadoop or other Big Data frameworks is a plus', 'At ease in manipulating and analysing complex, high-volume, high-dimensionality data', 'Strong analytical competencies and excellent creative problem-solving skills', 'Experience in Data Visualisation (knowledge of Business Intelligence Reporting & Analysis tools) is a plus', 'Overall knowledge of Business Intelligence is an asset', 'Fluent English, French and/or Spanish is a plus', 'Good verbal and written communication skills, including facilitation of group presentations', 'Good communication with business users to define and understand business requirements ', 'The ability to self-motivate and exceed expectations', ' Remote status Flexible remote']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Management Consulting",Engineering and Information Technology,Associate
1,10/08/2021 14h,Networkers - Technology Recruitment,"Lisbon, Lisbon, Portugal",Data Scientist - Customer Analytics,2021-07-17,https://linkedin.com/jobs/view/data-scientist-customer-analytics-at-networkers-technology-recruitment-2653058066,['and many other social benefits'],Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Staffing and Recruiting",Engineering and Information Technology,Entry level
1,10/08/2021 14h,Bee Engineering ICT,"Lisbon, Lisbon, Portugal",Data Scientist (m/f),2021-08-07,https://linkedin.com/jobs/view/data-scientist-m-f-at-bee-engineering-ict-2676610826,"['Licenciatura em Engenharia Informática, Matemática ou similar;', 'Conhecimentos comprovados em Data Warehousing e Data Marts;', 'Experiência na implementação de ETL ;', 'Experiência com SQL superior a 2 anos;', 'Conhecimentos com linguagens de scripting (Python e R);', 'Conhecimentos em inglês fundamentais e francês é uma mais valia.']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Staffing and Recruiting",Engineering and Information Technology,Entry level
1,10/08/2021 14h,BOLD by Devoteam,"Lisbon, Lisbon, Portugal",Data Scientist (Nearshore Project in Lisbon),2021-01-07,https://linkedin.com/jobs/view/data-scientist-nearshore-project-in-lisbon-at-bold-by-devoteam-1201821371,"['Bachelor or Master degree in Engineering (or similar); ', 'Experience working as a Data Scientist; ', 'Knowledge in R, Spark, Hive,      Scala; ', 'Experience with Machine Learning; ', 'English is mandatory; ', 'Flexibility to travel.']",179 applicants,Full-time,Information Technology and Services,Information Technology and Other,Entry level
1,10/08/2021 14h,Axians Portugal,"Lisboa, Lisbon, Portugal",Data Scientist (A) [621],2021-07-24,https://linkedin.com/jobs/view/data-scientist-a-621-at-axians-portugal-2660666473,"['Licenciatura em Engenharia Informática, Matemática ou similar;', 'Experiência profissional entre 2 a 5 anos como Data Scientist;', 'Experiência profissional com:', 'Ecossistema Azure', 'DataLake Storage', 'DataBricks', 'Data Factory', 'PowerBI', 'Linguagens ', 'Python', 'Pyspark', 'SQL', 'DAX e M (valorizado)', 'Skills', 'Data knowledge', 'Data cleaning', 'Data wrangling', 'ETL', 'Proatividade/Autonomia;', 'Capacidade analítica;', 'Sentido de responsabilidade;']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Internet",Engineering and Information Technology,Entry level
1,10/08/2021 14h,Mind Source,"Lisbon, Lisbon, Portugal",Data Scientist (m/f),2021-07-24,https://linkedin.com/jobs/view/data-scientist-m-f-at-mind-source-2660440730,"[' Licenciatura em Eng. Informática ou equivalente;', ' Experiência profissional mínima de 3 anos em funções semelhantes (fator obrigatório);', ' Sólidos conhecimentos técnicos e metodológicos das principais técnicas estatísticas e de machine learning;', ' Sólidos conhecimentos de SAS Miner, R e Python (fator obrigatório);', ' Forte sentido analítico e crítico;', ' Fluência em Inglês;', ' Boas capacidades de comunicação, oral e escrita.', ' Conhecimento do negócio segurador é valorizado.', ' Consultora de Tecnologias de Informação e Processos de Negócio', ' Atuamos nas áreas de Business Analytics, Development e Governance', ' 12 anos experiência', ' 200 Talentos', ' Great Place to Work há 9 anos consecutivos', ' Parceiros dos melhores fabricantes (SAS, OutSystems, Microsoft)', ' Uma marca Rumos Consulting', ' Contrato de Trabalho', ' Formação profissional credenciada', ' Mentoring', ' Acompanhamento nos projetos e aconselhamento de carreira - Talent Management', ' Foco na progressão de carreira e crescimento', ' Desenvolvimento de projetos inovadores e aliciantes', ' Integração numa equipa jovem e dinâmica']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Management Consulting",Engineering and Information Technology,Entry level
1,10/08/2021 14h,Noesis,"Lisbon, Lisbon, Portugal",Data Scientist (m/f),2021-07-24,https://linkedin.com/jobs/view/data-scientist-m-f-at-noesis-2660438848,"['Conhecimento analítico e visão estratégica;', 'Conhecimento em Python, R e Spark;', 'Domínio de IDE com Rstudio, Jupyter;', 'Conhecimento de algumas bibliotecas de ML com Spark Mlib, Python ML e R ML;', 'Valoriza-se conhecimentos em Graphs DB, Docker images, parallel processing, scaling solutions.', 'Data discovery, Time Series, Modelos de classificação, Regressões.']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Financial Services",Engineering and Information Technology,Entry level
1,10/08/2021 14h,Findmore,"Lisbon, Lisbon, Portugal",Senior Data Scientist (m/f),2021-07-09,https://linkedin.com/jobs/view/senior-data-scientist-m-f-at-findmore-2642475845,"['Minimum of 4 years’ experience in Data Science / Advanced Analytics activities;', 'Previous experience in developing predictive models;', 'Experience with SQL, R and Python;', 'Experience in Machine Learning and Neural Networks;', 'Experience in Azure, namely in Machine Learning and Cognitive Services;', 'Experience with reporting tools, namely Power BI;', 'Experience in Business Intelligence projects (modeling, ETL, reporting) is a plus.', 'EU citizenship;', 'Ability to simplify complex problems and obtain a workable solution;', 'Experience in functional development;', 'Good proficiency in English.']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Telecommunications",Engineering and Information Technology,Associate
1,10/08/2021 14h,Axians Portugal,"Lisbon, Lisbon, Portugal",Data Scientist,2021-06-23,https://linkedin.com/jobs/view/data-scientist-at-axians-portugal-2653585571,"['Licenciatura ou mestrado em engenharia com especialização em matemática, estatística ou ciência de dados;', 'Mais de 3 anos de experiência como analista de dados / data scientist;', 'Experiência em projetos de NLP (natural language processing), extração de dados ou automação de processos;', 'Conhecimento de arquiteturas e estruturas de deep learning (ex: TensorFlow, Keras, ...); ', ' Conhecimento de bases de dados (SQL e NoSQL);', 'Conhecimento de stacks de desenvolvimento de Machine Learning (ex: Numpy, scikit-learn, Keras, ...)', 'Experiência em desenvolvimento (ex: Phyton, R, Java, MATLAB, JavaScript) e conhecimento algorítmico; ', 'Conhecimento de Machine Learning: modelos neurais, modelos estatísticos, modelos bayesianos;', 'Fluência na lingua Inglesa mandatória.', 'Proatividade;', 'Boa capacidade de resolução de problemas;', 'Excelentes capacidades de comunicação.']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Internet",Engineering and Information Technology,Entry level
1,10/08/2021 14h,Axians Portugal,"Lisboa, Lisbon, Portugal",Data Scientist (B) [604],2021-07-24,https://linkedin.com/jobs/view/data-scientist-b-604-at-axians-portugal-2660659915,"['Licenciatura em Engenharia Informática, Matemática ou similar;', 'Experiência profissional de 2 anos como Data Scientist;', 'Experiência profissional com:', 'Ecossistema Azure', 'DataLake Storage', 'DataBricks', 'Data Factory', 'PowerBI', 'Linguagens ', 'Python', 'Pyspark', 'SQL', 'DAX e M (valorizado)', 'Skills', 'Data knowledge', 'Data cleaning', 'Data wrangling', 'ETL', 'Proatividade/Autonomia;', 'Capacidade analítica;', 'Sentido de responsabilidade;']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Internet",Engineering and Information Technology,Entry level
1,10/08/2021 14h,Mastercard,"Lisbon, Lisbon, Portugal","Consultant, Analytics, Data and Services",2021-06-21,https://linkedin.com/jobs/view/consultant-analytics-data-and-services-at-mastercard-2642085400,"[' Obtain data from multiple sources, collate, analyse, and triangulate information to develop reliable fact bases', ' Apply a range of descriptive and/or predictive analytical techniques to rigorously identify client issues and synthesize analysis into clear, sound recommendations;', ' Extract intellectual capital from engagement work and actively share tools, methods and best practices across projects', ' Support MasterCard Advisors and local market account teams in client relationship management and business development effort, where required', ' Passion: Actively seeks responsibility and takes pride in delivering the highest quality results and recommendations to our clients.', ' Analytic Excellence: Demonstrates a strong aptitude for analytical skills around data science disciplines.', ' Project Management: Clear interest in project delivery with business clients, and intuition for the way that companies make decisions.', ' Communication and Presence: Excellent written and verbal communication skills in client-facing situations, positioning Mastercard’s solutions as high value solutions in sales and delivery conversations.', ' Teamwork: Willingness to work within small teams to produce outstanding deliverables, with a will to win attitude.', "" Integrity: Commitment to Mastercard's values of honesty and integrity with a willingness to embrace and learn from our mistakes."", ' Diverse Perspective: Brings a unique skillset or approach to the table in every client engagement or internal activity.', ' Excellent analytical skills across descriptive and/or predictive analytics', ' Experience of machine learning and AI would be an advantage', ' Undergraduate or master’s degree and work experience after completing your degree(s)', ' Solid ability to write SQL', ' Comfortable programming in R and/or Python. Knowledge of Hadoop & Pyspark also preferable.', ' Experience with big data and a solid foundation in managing large datasets', ' Experience working with payments/card data a big plus', ' Ability to communicate complex ideas effectively – both verbally and in writing', ' Proven team player with proven ability to work with all levels in a highly intellectual, collaborative, and fast paced environment', ' Professional level English language capability/ and local language', ' Candidates must be eligible to work in the country of which they are applying for a position in, as well as eligible to apply for travel visas as required by travel needs']",Be among the first 25 applicants,Full-time,"Financial Services, Information Technology and Services, and Internet","Research, Analyst, and Information Technology",Associate
1,10/08/2021 14h,BOLD by Devoteam,"Lisbon, Lisbon, Portugal",Data Scientist,2020-09-18,https://linkedin.com/jobs/view/data-scientist-at-bold-by-devoteam-1523466907,"[""Bachelor's degree in the IT      area or equivalent; "", 'Professional experience in statistic data analysis; ', 'Solid knowledge knowledge of Python, R, Perl, Java, C++,      Scala; ', 'Experience with data modelling; ', 'Knowledge of Big Data and technologies like MapReduce,      ElasticSearch, Hadoop, Apache Hive, etc.; ', 'Fluency in English (written      and spoken). ', 'Excellent opportunity to work in an international group; ', 'Dynamic work environment; ', 'Free access to language classes (English and French) and other training. ']",193 applicants,Full-time,Information Technology and Services,Information Technology,Entry level
